County,Agency,Year,Months Reported,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Region
Putnam,Putnam County Sheriff,2019,12,145,18,0,4,4,10,127,15,108,4,Non-New York City
Putnam,Putnam County State Police,2019,12,98,17,0,10,1,6,81,7,68,6,Non-New York City
Queens,County Total,2019,12,32483,9393,69,643,2493,6188,23090,2298,19231,1561,New York City
Rensselaer,County Total,2019,,3207,399,3,58,90,248,2808,397,2264,147,Non-New York City
Rensselaer,East Greenbush Town PD,2019,12,410,10,0,1,2,7,400,37,358,5,Non-New York City
Rensselaer,Hoosick Falls Vg PD,2019,12,26,5,0,0,0,5,21,3,17,1,Non-New York City
Rensselaer,Nassau Vg PD,2019,12,7,0,0,0,0,0,7,1,6,0,Non-New York City
Rensselaer,North Greenbush Town PD,2019,12,166,9,0,1,4,4,157,8,145,4,Non-New York City
Rensselaer,Rensselaer City PD,2019,12,105,15,0,1,2,12,90,16,68,6,Non-New York City
Rensselaer,Rensselaer County Park PD,2019,12,4,0,0,0,0,0,4,0,4,0,Non-New York City
Rensselaer,Rensselaer County Sheriff,2019,12,248,18,0,5,5,8,230,21,199,10,Non-New York City
Rensselaer,Rensselaer County State Police,2019,12,435,37,0,23,2,12,398,69,317,12,Non-New York City
Rensselaer,Rensselaer Polytechnic Institute Dept of Public Safety,2019,12,61,0,0,0,0,0,61,5,56,0,Non-New York City
Rensselaer,Schodack Town PD,2019,12,84,9,0,2,2,5,75,12,59,4,Non-New York City
Rensselaer,Troy City PD,2019,12,1661,296,3,25,73,195,1365,225,1035,105,Non-New York City
Richmond,County Total,2019,12,4789,1298,14,113,227,944,3491,262,3050,179,New York City
Rockland,Clarkstown Town PD,2019,12,1043,57,0,12,11,34,986,33,919,34,Non-New York City
Rockland,County Total,2019,,2882,376,8,59,76,233,2506,170,2265,71,Non-New York City
Rockland,Haverstraw Town PD,2019,12,239,30,1,0,4,25,209,16,191,2,Non-New York City
Rockland,Orangetown Town PD,2019,12,315,40,2,5,13,20,275,28,243,4,Non-New York City
Rockland,Piermont Vg PD,2019,12,4,0,0,0,0,0,4,1,3,0,Non-New York City
Rockland,Ramapo Town PD,2019,12,536,78,4,17,6,51,458,37,398,23,Non-New York City
Rockland,Rockland County MTA,2019,12,2,1,0,0,1,0,1,1,0,0,Non-New York City
Rockland,Rockland County Park PD,2019,12,25,8,0,1,0,7,17,1,16,0,Non-New York City
Rockland,Rockland County Sheriff,2019,12,32,12,0,0,0,12,20,0,19,1,Non-New York City
Rockland,Rockland County State Police,2019,12,10,6,0,2,0,4,4,0,4,0,Non-New York City
Rockland,South Nyack-Grand View PD,2019,12,25,4,0,1,0,3,21,1,20,0,Non-New York City
Rockland,Spring Valley Vg PD,2019,12,562,129,1,17,40,71,433,42,386,5,Non-New York City
Rockland,Stony Point Town PD,2019,12,61,10,0,4,1,5,51,9,41,1,Non-New York City
Rockland,Suffern Vg PD,2019,10,28,1,0,0,0,1,27,1,25,1,Non-New York City
Saratoga,Ballston Spa Vg PD,2019,12,33,2,0,1,0,1,31,3,27,1,Non-New York City
Saratoga,County Total,2019,,2317,200,2,78,16,104,2117,222,1845,50,Non-New York City
Saratoga,Mechanicville City PD,2019,12,39,7,0,0,0,7,32,6,23,3,Non-New York City
Saratoga,Saratoga County Park PD,2019,12,21,2,0,1,0,1,19,0,19,0,Non-New York City
Saratoga,Saratoga County Sheriff,2019,12,1024,57,1,16,7,33,967,111,838,18,Non-New York City
Saratoga,Saratoga County State Police,2019,12,572,58,1,39,2,16,514,33,468,13,Non-New York City
Saratoga,Saratoga Springs City PD,2019,12,543,67,0,20,6,41,476,55,412,9,Non-New York City
Saratoga,South Glens Falls Vg PD,2019,12,39,4,0,0,1,3,35,3,31,1,Non-New York City
Saratoga,Stillwater Town PD,2019,12,17,1,0,1,0,0,16,1,14,1,Non-New York City
Saratoga,Waterford Town and Vg PD,2019,12,29,2,0,0,0,2,27,10,13,4,Non-New York City
Schenectady,County Total,2019,,3954,607,3,76,147,381,3347,372,2789,186,Non-New York City
Schenectady,Glenville Town PD,2019,12,320,12,0,5,0,7,308,23,280,5,Non-New York City
Schenectady,Niskayuna Town PD,2019,12,320,10,0,1,4,5,310,24,276,10,Non-New York City
Schenectady,Rotterdam Town PD,2019,12,786,32,0,4,3,25,754,54,669,31,Non-New York City
Schenectady,Schenectady City PD,2019,12,2314,529,3,57,135,334,1785,251,1402,132,Non-New York City
Schenectady,Schenectady County Sheriff,2019,12,23,1,0,0,0,1,22,2,20,0,Non-New York City
Schenectady,Schenectady County State Police,2019,12,65,8,0,5,0,3,57,7,48,2,Non-New York City
Schenectady,Scotia Vg PD,2019,12,126,15,0,4,5,6,111,11,94,6,Non-New York City
Schoharie,Cobleskill Vg PD,2019,12,66,15,0,2,1,12,51,2,48,1,Non-New York City
Schoharie,County Total,2019,,235,46,0,18,1,27,189,35,145,9,Non-New York City
Schoharie,Schoharie County Sheriff,2019,12,23,5,0,1,0,4,18,2,13,3,Non-New York City
Schoharie,Schoharie County State Police,2019,12,128,23,0,12,0,11,105,28,72,5,Non-New York City
Schoharie,SUNY Police - Cobleskill,2019,12,18,3,0,3,0,0,15,3,12,0,Non-New York City
Schuyler,County Total,2019,,66,10,0,4,0,6,56,11,42,3,Non-New York City
Schuyler,Schuyler County Park PD,2019,12,3,0,0,0,0,0,3,0,3,0,Non-New York City
Schuyler,Schuyler County Sheriff,2019,12,15,5,0,1,0,4,10,2,7,1,Non-New York City
Schuyler,Schuyler County State Police,2019,12,23,4,0,3,0,1,19,6,11,2,Non-New York City
Schuyler,Watkins Glen Vg PD,2019,12,25,1,0,0,0,1,24,3,21,0,Non-New York City
Seneca,County Total,2019,,440,45,0,22,1,22,395,36,352,7,Non-New York City
Seneca,Seneca County Park PD,2019,12,3,0,0,0,0,0,3,0,3,0,Non-New York City
Seneca,Seneca County Sheriff,2019,12,46,2,0,1,0,1,44,3,41,0,Non-New York City
Seneca,Seneca County State Police,2019,12,122,33,0,17,0,16,89,7,80,2,Non-New York City
Seneca,Seneca Falls Town PD,2019,12,217,9,0,3,1,5,208,15,190,3,Non-New York City
Seneca,Waterloo Vg PD,2019,12,52,1,0,1,0,0,51,11,38,2,Non-New York City
Steuben,Addison Vg PD,2019,12,8,3,0,0,0,3,5,0,5,0,Non-New York City
Steuben,Bath Vg PD,2019,12,85,12,0,2,3,7,73,14,59,0,Non-New York City
Steuben,Canisteo Vg PD,2019,12,7,4,0,2,0,2,3,0,3,0,Non-New York City
Steuben,Corning City PD,2019,12,288,61,0,13,4,44,227,51,167,9,Non-New York City
Steuben,County Total,2019,,904,138,0,53,8,77,766,152,582,32,Non-New York City
Steuben,Hammondsport Vg PD,2019,12,6,0,0,0,0,0,6,2,4,0,Non-New York City
Steuben,Hornell City PD,2019,9,88,0,0,0,0,0,88,5,83,0,Non-New York City
Steuben,Painted Post Vg PD,2019,12,9,1,0,0,0,1,8,3,4,1,Non-New York City
Steuben,Steuben County Sheriff,2019,12,56,9,0,2,0,7,47,13,31,3,Non-New York City
Steuben,Steuben County State Police,2019,12,352,48,0,34,1,13,304,63,222,19,Non-New York City
Steuben,Wayland Vg PD,2019,12,5,0,0,0,0,0,5,1,4,0,Non-New York City
St Lawrence,Canton Vg PD,2019,12,21,3,0,1,0,2,18,2,16,0,Non-New York City
St Lawrence,County Total,2019,,1114,105,0,32,9,64,1009,182,788,39,Non-New York City
St Lawrence,Massena Vg PD,2019,12,257,11,0,0,3,8,246,29,209,8,Non-New York City
St Lawrence,Norfolk Town PD,2019,12,5,1,0,0,0,1,4,2,2,0,Non-New York City
St Lawrence,Norwood Vg PD,2019,12,8,2,0,0,0,2,6,2,4,0,Non-New York City
St Lawrence,Ogdensburg City PD,2019,12,333,36,0,3,2,31,297,56,238,3,Non-New York City
St Lawrence,Potsdam Vg PD,2019,12,71,2,0,0,1,1,69,8,60,1,Non-New York City
St Lawrence,St Lawrence County Sheriff,2019,12,36,11,0,2,1,8,25,8,15,2,Non-New York City
St Lawrence,St Lawrence County State Police,2019,12,312,36,0,23,2,11,276,68,183,25,Non-New York City
St Lawrence,SUNY Police - Canton,2019,12,27,1,0,1,0,0,26,3,23,0,Non-New York City
St Lawrence,SUNY Police - Potsdam,2019,12,44,2,0,2,0,0,42,4,38,0,Non-New York City
Suffolk,Amityville Vg PD,2019,12,71,3,1,0,0,2,68,12,52,4,Non-New York City
Suffolk,County Total,2019,,18194,1419,26,234,303,856,16775,1065,14874,836,Non-New York City
Suffolk,East Hampton Town PD,2019,12,177,17,0,3,0,14,160,13,142,5,Non-New York City
Suffolk,East Hampton Vg PD,2019,12,35,0,0,0,0,0,35,2,31,2,Non-New York City
Suffolk,Huntington Bay Vg PD,2019,12,7,0,0,0,0,0,7,0,7,0,Non-New York City
Suffolk,Lloyd Harbor Vg PD,2019,12,10,3,0,0,0,3,7,0,6,1,Non-New York City
Suffolk,Nissequogue Vg PD,2019,12,5,0,0,0,0,0,5,1,3,1,Non-New York City
Suffolk,Northport Vg PD,2019,12,7,0,0,0,0,0,7,0,7,0,Non-New York City
Suffolk,Ocean Beach Vg PD,2019,12,9,0,0,0,0,0,9,0,9,0,Non-New York City
Suffolk,Quogue Vg PD,2019,12,30,1,0,0,0,1,29,0,28,1,Non-New York City
Suffolk,Riverhead Town PD,2019,12,601,33,1,3,10,19,568,43,516,9,Non-New York City
Suffolk,Shelter Island Town PD,2019,12,31,5,0,0,1,4,26,4,21,1,Non-New York City
Suffolk,Southampton Town PD,2019,12,520,46,0,9,6,31,474,42,411,21,Non-New York City
Suffolk,Southampton Vg PD,2019,12,50,1,0,0,0,1,49,6,39,4,Non-New York City
Suffolk,Southold Town PD,2019,12,227,15,0,4,0,11,212,30,175,7,Non-New York City
Suffolk,Suffolk County MTA,2019,12,52,8,0,0,4,4,44,4,40,0,Non-New York City
Suffolk,Suffolk County Park PD,2019,12,13,0,0,0,0,0,13,0,13,0,Non-New York City
Suffolk,Suffolk County PD,2019,12,16057,1229,24,205,281,719,14828,891,13161,776,Non-New York City
Suffolk,Suffolk County Sheriff,2019,12,34,34,0,0,0,34,0,0,0,0,Non-New York City
Suffolk,Suffolk County State Police,2019,12,31,15,0,8,0,7,16,0,14,2,Non-New York City
Suffolk,SUNY Police - Farmingdale,2019,12,21,2,0,2,0,0,19,1,18,0,Non-New York City
Suffolk,SUNY Police - Stony Brook,2019,12,180,7,0,0,1,6,173,12,160,1,Non-New York City
Suffolk,Westhampton Beach Vg PD,2019,12,26,0,0,0,0,0,26,4,21,1,Non-New York City
Sullivan,County Total,2019,,1018,187,1,69,12,105,831,178,626,27,Non-New York City
Sullivan,Fallsburg Town PD,2019,12,98,8,0,1,0,7,90,29,55,6,Non-New York City
Sullivan,Liberty Vg PD,2019,12,149,29,0,7,4,18,120,15,104,1,Non-New York City
Sullivan,Monticello Vg PD,2019,12,138,25,0,2,4,19,113,27,82,4,Non-New York City
Sullivan,NYC-DEPP - Grahamsville PCT,2019,12,1,1,0,0,0,1,0,0,0,0,Non-New York City
Sullivan,Sullivan County Sheriff,2019,12,303,27,0,6,1,20,276,34,236,6,Non-New York City
Sullivan,Sullivan County State Police,2019,12,308,93,1,53,2,37,215,65,140,10,Non-New York City
Sullivan,Woodridge Vg PD,2019,12,21,4,0,0,1,3,17,8,9,0,Non-New York City
Tioga,County Total,2019,,396,58,2,33,4,19,338,75,248,15,Non-New York City
Tioga,Owego Vg PD,2019,12,131,17,0,8,2,7,114,19,94,1,Non-New York City
Tioga,Tioga County Sheriff,2019,12,147,7,0,5,1,1,140,45,89,6,Non-New York City
Tioga,Tioga County State Police,2019,12,105,31,2,19,1,9,74,9,57,8,Non-New York City
Tioga,Waverly Vg PD,2019,12,13,3,0,1,0,2,10,2,8,0,Non-New York City
Tompkins,Cayuga Heights Vg PD,2019,12,8,0,0,0,0,0,8,1,7,0,Non-New York City
Tompkins,Cornell University Police,2019,12,214,5,0,2,1,2,209,38,171,0,Non-New York City
Tompkins,County Total,2019,,1866,132,2,54,19,57,1734,192,1510,32,Non-New York City
Tompkins,Dryden Vg PD,2019,12,28,4,0,2,1,1,24,3,21,0,Non-New York City
Tompkins,Groton Vg PD,2019,12,36,0,0,0,0,0,36,2,34,0,Non-New York City
Tompkins,Ithaca City PD,2019,12,891,43,1,6,9,27,848,57,775,16,Non-New York City
Tompkins,Ithaca College PD,2019,12,74,12,0,11,1,0,62,3,56,3,Non-New York City
Tompkins,Tompkins County Park PD,2019,12,9,0,0,0,0,0,9,3,6,0,Non-New York City
Tompkins,Tompkins County Sheriff,2019,12,301,25,1,10,6,8,276,41,227,8,Non-New York City
Tompkins,Tompkins County State Police,2019,12,273,42,0,22,1,19,231,42,184,5,Non-New York City
Tompkins,Trumansburg Vg PD,2019,12,32,1,0,1,0,0,31,2,29,0,Non-New York City
Ulster,County Total,2019,,2114,258,4,74,19,161,1856,242,1546,68,Non-New York City
Ulster,Ellenville Vg PD,2019,12,59,9,0,0,1,8,50,4,44,2,Non-New York City
Ulster,Kingston City PD,2019,12,566,68,2,13,10,43,498,59,419,20,Non-New York City
Ulster,Lloyd Town PD,2019,12,106,7,0,2,1,4,99,9,88,2,Non-New York City
Ulster,Marlborough Town PD,2019,12,50,3,0,0,0,3,47,4,38,5,Non-New York City
Ulster,New Paltz Town and Vg PD,2019,12,105,9,1,1,0,7,96,6,90,0,Non-New York City
Ulster,Olive Town PD,2019,12,7,0,0,0,0,0,7,0,7,0,Non-New York City
Ulster,Plattekill Town PD,2019,12,24,2,0,0,0,2,22,7,15,0,Non-New York City
Ulster,Rosendale Town PD,2019,12,27,1,0,0,0,1,26,3,23,0,Non-New York City
Ulster,Saugerties Town PD,2019,12,198,28,0,9,0,19,170,29,136,5,Non-New York City
Ulster,Shandaken Town PD,2019,12,9,0,0,0,0,0,9,1,8,0,Non-New York City
Ulster,Shawangunk Town PD,2019,12,43,2,0,1,0,1,41,8,30,3,Non-New York City
Ulster,SUNY Police - New Paltz,2019,12,38,0,0,0,0,0,38,1,37,0,Non-New York City
Ulster,Ulster County Park PD,2019,12,4,0,0,0,0,0,4,0,4,0,Non-New York City
Ulster,Ulster County Sheriff,2019,12,166,21,0,6,1,14,145,25,115,5,Non-New York City
Ulster,Ulster County State Police,2019,12,450,88,0,38,3,47,362,63,277,22,Non-New York City
Ulster,Ulster Regional Gang Enforcement Narcotics Team,2019,12,1,1,0,0,0,1,0,0,0,0,Non-New York City
Ulster,Ulster Town PD,2019,12,226,16,1,4,2,9,210,16,191,3,Non-New York City
Ulster,Woodstock Town PD,2019,12,35,3,0,0,1,2,32,7,24,1,Non-New York City
Warren,Bolton Town PD,2019,12,10,0,0,0,0,0,10,1,8,1,Non-New York City
Warren,County Total,2019,,729,84,0,42,5,37,645,79,539,27,Non-New York City
Warren,Glens Falls City PD,2019,12,132,28,0,8,1,19,104,20,82,2,Non-New York City
Warren,Warren County Sheriff,2019,12,389,31,0,15,4,12,358,39,299,20,Non-New York City
Warren,Warren County State Police,2019,12,198,25,0,19,0,6,173,19,150,4,Non-New York City
Washington,Cambridge Vg PD,2019,12,20,0,0,0,0,0,20,3,17,0,Non-New York City
Washington,County Total,2019,,344,82,0,56,3,23,262,52,204,6,Non-New York City
Washington,Fort Edward Vg PD,2019,12,6,2,0,2,0,0,4,2,2,0,Non-New York City
Washington,Granville Vg PD,2019,12,15,3,0,0,1,2,12,3,9,0,Non-New York City
Washington,Greenwich Vg PD,2019,12,16,0,0,0,0,0,16,3,13,0,Non-New York City
Washington,Hudson Falls Vg PD,2019,12,59,14,0,4,0,10,45,8,35,2,Non-New York City
Washington,Washington County Sheriff,2019,12,109,31,0,27,1,3,78,16,62,0,Non-New York City
Washington,Washington County State Police,2019,12,102,25,0,20,1,4,77,15,58,4,Non-New York City
Washington,Whitehall Vg PD,2019,12,17,7,0,3,0,4,10,2,8,0,Non-New York City
Wayne,Clyde Vg PD,2019,12,26,3,0,0,1,2,23,8,15,0,Non-New York City
Wayne,County Total,2019,,1225,169,2,63,22,82,1056,200,810,46,Non-New York City
Wayne,Macedon Town and Vg PD,2019,12,78,5,0,2,0,3,73,6,64,3,Non-New York City
Wayne,Newark Vg PD,2019,12,258,28,0,2,10,16,230,20,204,6,Non-New York City
Wayne,Palmyra Vg PD,2019,12,11,4,0,2,1,1,7,0,6,1,Non-New York City
Wayne,Sodus Vg PD,2019,10,4,0,0,0,0,0,4,0,4,0,Non-New York City
Wayne,Wayne County Sheriff,2019,12,409,71,2,21,7,41,338,81,241,16,Non-New York City
Wayne,Wayne County State Police,2019,12,434,55,0,35,3,17,379,84,275,20,Non-New York City
Wayne,Wolcott Vg PD,2019,12,5,3,0,1,0,2,2,1,1,0,Non-New York City
Westchester,Ardsley Vg PD,2019,12,22,1,0,1,0,0,21,3,17,1,Non-New York City
Westchester,Bedford Town PD,2019,12,59,1,0,0,0,1,58,5,52,1,Non-New York City
Westchester,Briarcliff Manor Vg PD,2019,12,30,0,0,0,0,0,30,1,29,0,Non-New York City
Westchester,Bronxville Vg PD,2019,12,34,0,0,0,0,0,34,5,28,1,Non-New York City
Westchester,Buchanan Vg PD,2019,12,8,2,0,1,1,0,6,0,6,0,Non-New York City
Westchester,County Total,2019,,9664,1633,13,118,450,1052,8031,672,6891,468,Non-New York City
Westchester,Croton-On-Hudson Vg PD,2019,12,39,3,0,0,0,3,36,2,32,2,Non-New York City
Westchester,Dobbs Ferry Vg PD,2019,12,48,4,0,0,2,2,44,2,38,4,Non-New York City
Westchester,Eastchester Town PD,2019,12,70,3,0,0,2,1,67,8,52,7,Non-New York City
Westchester,Elmsford Vg PD,2019,12,14,3,0,0,1,2,11,3,8,0,Non-New York City
Westchester,Greenburgh Town PD,2019,12,481,43,0,8,8,27,438,22,403,13,Non-New York City
Westchester,Harrison Town PD,2019,12,149,0,0,0,0,0,149,20,122,7,Non-New York City
Westchester,Hastings-on-Hudson Vg PD,2019,12,60,2,0,0,0,2,58,4,53,1,Non-New York City
Westchester,Irvington Vg PD,2019,12,33,0,0,0,0,0,33,3,28,2,Non-New York City
Westchester,Larchmont Vg PD,2019,12,86,2,0,1,1,0,84,2,78,4,Non-New York City
Westchester,Mamaroneck Town PD,2019,12,81,2,0,0,0,2,79,10,67,2,Non-New York City
Westchester,Mamaroneck Vg PD,2019,12,173,16,0,1,2,13,157,21,122,14,Non-New York City
Westchester,Mount Pleasant Town PD,2019,12,170,11,0,0,2,9,159,11,141,7,Non-New York City
Westchester,Mount Vernon City PD,2019,12,1223,381,2,20,98,261,842,91,642,109,Non-New York City
Westchester,New Castle Town PD,2019,12,54,1,0,0,0,1,53,5,48,0,Non-New York City
Westchester,New Rochelle City PD,2019,12,1131,147,0,10,50,87,984,52,891,41,Non-New York City
Westchester,North Castle Town PD,2019,12,79,4,0,0,0,4,75,5,66,4,Non-New York City
Westchester,NYC DEPP - Eastview PCT,2019,12,10,0,0,0,0,0,10,0,10,0,Non-New York City
Westchester,Ossining Vg PD,2019,12,177,20,1,1,4,14,157,13,141,3,Non-New York City
Westchester,Peekskill City PD,2019,12,239,30,0,1,7,22,209,7,196,6,Non-New York City
Westchester,Pelham Manor Vg PD,2019,12,156,7,0,0,2,5,149,10,134,5,Non-New York City
Westchester,Pelham Vg PD,2019,12,49,4,0,0,1,3,45,3,41,1,Non-New York City
Westchester,Pleasantville Vg PD,2019,12,45,6,3,0,3,0,39,3,36,0,Non-New York City
Westchester,Port Chester Vg PD,2019,12,221,21,1,2,7,11,200,18,172,10,Non-New York City
Westchester,Pound Ridge Town PD,2019,12,35,1,0,1,0,0,34,2,32,0,Non-New York City
Westchester,Rye Brook Vg PD,2019,12,69,0,0,0,0,0,69,6,58,5,Non-New York City
Westchester,Rye City PD,2019,12,17,1,0,0,1,0,16,2,11,3,Non-New York City
Westchester,Scarsdale Vg PD,2019,12,122,6,0,0,0,6,116,12,103,1,Non-New York City
Westchester,SUNY Police - Purchase,2019,12,35,3,0,3,0,0,32,5,27,0,Non-New York City
Westchester,Tarrytown Vg PD,2019,12,64,6,0,2,2,2,58,14,38,6,Non-New York City
Westchester,Tuckahoe Vg PD,2019,12,28,0,0,0,0,0,28,3,21,4,Non-New York City
Westchester,Westchester Co Dept Pub Safety,2019,12,229,30,0,1,2,27,199,10,182,7,Non-New York City
Westchester,Westchester County MTA,2019,12,75,10,0,0,4,6,65,0,61,4,Non-New York City
Westchester,Westchester County Park PD,2019,12,3,0,0,0,0,0,3,0,3,0,Non-New York City
Westchester,Westchester County State Police,2019,12,339,63,0,17,3,43,276,25,243,8,Non-New York City
Westchester,White Plains City PD,2019,12,949,83,0,5,20,58,866,36,806,24,Non-New York City
Westchester,Yonkers City PD,2019,12,2536,708,6,42,224,436,1828,208,1467,153,Non-New York City
Westchester,Yorktown Town PD,2019,12,222,8,0,1,3,4,214,20,186,8,Non-New York City
Wyoming,Arcade Vg PD,2019,12,8,2,0,0,0,2,6,1,5,0,Non-New York City
Wyoming,Attica Vg PD,2019,12,5,0,0,0,0,0,5,0,5,0,Non-New York City
Wyoming,County Total,2019,,257,46,0,17,1,28,211,33,169,9,Non-New York City
Wyoming,Perry Vg PD,2019,12,40,4,0,3,0,1,36,7,27,2,Non-New York City
Wyoming,Warsaw Vg PD,2019,12,48,5,0,2,0,3,43,4,36,3,Non-New York City
Wyoming,Wyoming County Sheriff,2019,12,113,17,0,7,1,9,96,20,76,0,Non-New York City
Wyoming,Wyoming County State Police,2019,12,43,18,0,5,0,13,25,1,20,4,Non-New York City
Yates,County Total,2019,,187,23,0,12,0,11,164,42,120,2,Non-New York City
Yates,Penn Yan Vg PD,2019,12,57,5,0,4,0,1,52,8,43,1,Non-New York City
Yates,Yates County Sheriff,2019,12,110,12,0,3,0,9,98,31,66,1,Non-New York City
Yates,Yates County State Police,2019,12,20,6,0,5,0,1,14,3,11,0,Non-New York City
Albany,Albany City PD,2018,12,3945,810,14,51,208,537,3135,422,2585,128,Non-New York City
Albany,Albany County Park PD,2018,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Albany,Albany County Sheriff,2018,12,131,16,0,6,0,10,115,19,83,13,Non-New York City
Albany,Albany County State Police,2018,12,158,30,0,25,0,5,128,5,121,2,Non-New York City
Albany,Altamont Vg PD,2018,12,7,0,0,0,0,0,7,1,6,0,Non-New York City
Albany,Bethlehem Town PD,2018,12,526,27,0,8,3,16,499,28,466,5,Non-New York City
Albany,Coeymans Town PD,2018,12,78,7,0,0,0,7,71,9,56,6,Non-New York City
Albany,Cohoes City PD,2018,12,245,46,1,5,9,31,199,25,160,14,Non-New York City
Albany,Colonie Town PD,2018,12,1936,80,0,3,25,52,1856,130,1678,48,Non-New York City
Albany,County Total,2018,,8340,1099,15,119,259,706,7241,744,6269,228,Non-New York City
Albany,Green Island Vg PD,2018,12,39,7,0,5,0,2,32,6,26,0,Non-New York City
Albany,Guilderland Town PD,2018,12,714,27,0,8,6,13,687,31,652,4,Non-New York City
Albany,Menands Vg PD,2018,12,146,5,0,0,2,3,141,10,129,2,Non-New York City
Albany,SUNY Police - Albany,2018,12,152,8,0,5,1,2,144,20,122,2,Non-New York City
Albany,Watervliet City PD,2018,12,262,36,0,3,5,28,226,38,184,4,Non-New York City
Allegany,Alfred Vg PD,2018,12,22,6,0,1,2,3,16,6,10,0,Non-New York City
Allegany,Allegany County Sheriff,2018,12,5,5,0,0,0,5,0,0,0,0,Non-New York City
Allegany,Allegany County State Police,2018,12,262,43,1,24,1,17,219,70,138,11,Non-New York City
Allegany,Andover Vg PD,2018,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Allegany,Angelica Vg PD,2018,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Allegany,County Total,2018,,458,75,1,29,4,41,383,86,284,13,Non-New York City
Allegany,Cuba Town PD,2018,12,41,3,0,2,0,1,38,4,34,0,Non-New York City
Allegany,Friendship Town PD,2018,12,4,1,0,1,0,0,3,0,2,1,Non-New York City
Allegany,Independence Town PD,2018,12,4,1,0,0,0,1,3,1,2,0,Non-New York City
Allegany,SUNY Police - Alfred,2018,12,37,2,0,1,1,0,35,2,33,0,Non-New York City
Allegany,Wellsville Vg PD,2018,12,81,14,0,0,0,14,67,3,63,1,Non-New York City
Bronx,County Total,2018,12,35355,12514,91,662,3213,8548,22841,2095,19434,1312,New York City
Broome,Binghamton City PD,2018,12,2213,327,3,40,76,208,1886,425,1402,59,Non-New York City
Broome,Broome County Park PD,2018,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Broome,Broome County Sheriff,2018,12,558,44,0,17,5,22,514,72,418,24,Non-New York City
Broome,Broome County State Police,2018,12,529,78,1,36,2,39,451,72,355,24,Non-New York City
Broome,County Total,2018,,5134,602,8,126,110,358,4532,753,3633,146,Non-New York City
Broome,Deposit Vg PD,2018,12,9,0,0,0,0,0,9,3,6,0,Non-New York City
Broome,Endicott Vg PD,2018,12,469,69,0,16,14,39,400,62,330,8,Non-New York City
Broome,Johnson City Vg PD,2018,12,660,64,3,13,12,36,596,84,493,19,Non-New York City
Broome,Port Dickinson Vg PD,2018,12,19,0,0,0,0,0,19,8,11,0,Non-New York City
Broome,SUNY Police - Binghamton,2018,12,137,2,1,1,0,0,135,7,128,0,Non-New York City
Broome,Vestal Town PD,2018,12,539,18,0,3,1,14,521,20,489,12,Non-New York City
Cattaraugus,Allegany Vg PD,2018,12,12,2,0,0,0,2,10,1,9,0,Non-New York City
Cattaraugus,Cattaraugus County Park PD,2018,12,6,1,0,1,0,0,5,1,4,0,Non-New York City
Cattaraugus,Cattaraugus County Sheriff,2018,12,301,33,2,10,1,20,268,56,198,14,Non-New York City
Cattaraugus,Cattaraugus County State Police,2018,12,232,28,0,16,1,11,204,30,159,15,Non-New York City
Cattaraugus,Cattaraugus Vg PD,2018,12,1,0,0,0,0,0,1,1,0,0,Non-New York City
Cattaraugus,County Total,2018,,1099,122,2,36,8,76,977,150,781,46,Non-New York City
Cattaraugus,Ellicottville Town PD,2018,12,15,0,0,0,0,0,15,4,11,0,Non-New York City
Cattaraugus,Franklinville Vg PD,2018,12,7,0,0,0,0,0,7,0,7,0,Non-New York City
Cattaraugus,Olean City PD,2018,12,447,44,0,9,4,31,403,41,353,9,Non-New York City
Cattaraugus,Salamanca City PD,2018,12,78,14,0,0,2,12,64,16,40,8,Non-New York City
Cayuga,Auburn City PD,2018,12,858,138,0,20,27,91,720,85,604,31,Non-New York City
Cayuga,Cayuga County Park PD,2018,12,3,0,0,0,0,0,3,0,3,0,Non-New York City
Cayuga,Cayuga County Sheriff,2018,12,186,12,0,3,1,8,174,32,139,3,Non-New York City
Cayuga,Cayuga County State Police,2018,12,181,47,0,24,2,21,134,18,106,10,Non-New York City
Cayuga,County Total,2018,,1238,197,0,47,30,120,1041,135,862,44,Non-New York City
Cayuga,Moravia Vg PD,2018,12,3,0,0,0,0,0,3,0,3,0,Non-New York City
Cayuga,Port Byron Vg PD,2018,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Cayuga,Weedsport Vg PD,2018,12,6,0,0,0,0,0,6,0,6,0,Non-New York City
Chautauqua,Carroll Town PD,2018,12,6,0,0,0,0,0,6,1,5,0,Non-New York City
Chautauqua,Chautauqua County Park PD,2018,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Chautauqua,Chautauqua County Sheriff,2018,12,461,62,0,26,9,27,399,116,255,28,Non-New York City
Chautauqua,Chautauqua County State Police,2018,12,179,27,1,18,1,7,152,25,119,8,Non-New York City
Chautauqua,County Total,2018,,2654,359,2,95,53,209,2295,475,1743,77,Non-New York City
Chautauqua,Dunkirk City PD,2018,12,196,24,0,0,8,16,172,48,119,5,Non-New York City
